exchange,prem_under_1km,prem_1_3km,prem_over_3km,oslaua,oscty,gor,code,geotype_name,geotype_number,av_spd_per_prem
SLMTN,156,468,156,E07000139,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLNBS,131,393,131,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLNL,174,521,174,E06000013,E99999999,E12000003,00FD,"Below 1,000 (b)",13,10
SLOMR,113,340,113,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLOWF,145,436,145,E06000013,E99999999,E12000003,00FD,"Below 1,000 (b)",13,10
SLRAM,164,491,164,E07000171,E10000024,E12000004,37,"Below 1,000 (b)",13,10
SLSAY,134,401,134,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLSGO,106,319,106,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLSPD,153,458,153,E07000171,E10000024,E12000004,37,"Below 1,000 (b)",13,10
SLSRB,65,196,65,E06000013,E99999999,E12000003,00FD,"Below 1,000 (b)",13,10
SLSWB,81,244,81,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLSWL,79,238,79,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLTF,101,302,101,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLTLB,104,311,104,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLWCY,60,180,60,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLWIT,147,440,147,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLWKY,135,404,135,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SMAC,111,334,111,E07000096,E10000015,E12000006,26,"Below 1,000 (b)",13,10
SMBDG,199,596,199,E07000007,E10000002,E12000008,11,"Below 1,000 (b)",13,10
SMBEN,88,264,88,E07000242,E10000015,E12000006,26,"Below 1,000 (b)",13,10
SMBRS,153,458,153,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMBTH,95,284,95,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMBTN,183,550,183,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMCDU,192,575,192,E07000180,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMCHH,134,403,134,E07000011,E10000003,E12000006,12,"Below 1,000 (b)",13,10
SMCHY,183,548,183,E07000096,E10000015,E12000006,26,"Below 1,000 (b)",13,10
SMCRP,173,520,173,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMCTN,138,415,138,E07000180,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMCWD,122,367,122,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMEG,118,355,118,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMENS,142,425,142,E07000181,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMFB,137,410,137,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMFW,181,542,181,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMGBL,164,493,164,E07000004,E10000002,E12000008,11,"Below 1,000 (b)",13,10
SMGG,146,437,146,E07000012,E10000003,E12000006,12,"Below 1,000 (b)",13,10
SMGMT,174,523,174,E07000179,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMGT,82,247,82,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMHZ,139,418,139,E06000056,E99999999,E12000006,00KC,"Below 1,000 (b)",13,10
SMIMN,117,352,117,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMLC,120,359,120,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMLD,136,409,136,E07000155,E10000021,E12000004,34,"Below 1,000 (b)",13,10
SMLGN,181,542,181,E07000096,E10000015,E12000006,26,"Below 1,000 (b)",13,10
SMMCM,196,589,196,E07000180,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMMSY,65,195,65,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMNCY,127,380,127,E06000042,E99999999,E12000008,00MG,"Below 1,000 (b)",13,10
SMNL,193,578,193,E06000056,E99999999,E12000006,00KC,"Below 1,000 (b)",13,10
SMNM,106,317,106,E07000004,E10000002,E12000008,11,"Below 1,000 (b)",13,10
SMRMN,194,582,194,E07000181,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMSGT,100,300,100,E07000155,E10000021,E12000004,34,"Below 1,000 (b)",13,10
SMST,171,514,171,E07000004,E10000002,E12000008,11,"Below 1,000 (b)",13,10
SMSTJ,191,572,191,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMSUB,121,363,121,E06000056,E99999999,E12000006,00KC,"Below 1,000 (b)",13,10
SMSWF,159,478,159,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMSYR,124,372,124,E07000155,E10000021,E12000004,34,"Below 1,000 (b)",13,10
SMTAK,121,363,121,E07000177,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SMTL,128,383,128,E07000005,E10000002,E12000008,11,"Below 1,000 (b)",13,10
SMTY,172,517,172,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
SMWB,84,251,84,E06000056,E99999999,E12000006,00KC,"Below 1,000 (b)",13,10
SMWSW,151,454,151,E06000056,E99999999,E12000006,00KC,"Below 1,000 (b)",13,10
SMWTC,196,588,196,E07000004,E10000002,E12000008,11,"Below 1,000 (b)",13,10
SSADN,154,462,154,E07000083,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSAHY,96,287,96,E07000180,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SSAVY,91,273,91,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSBAD,140,421,140,E06000025,E99999999,E12000009,00HD,"Below 1,000 (b)",13,10
SSBBY,93,280,93,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSBHN,136,409,136,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSBKL,60,181,60,E07000181,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SSBMN,116,348,116,E07000235,E10000034,E12000005,47,"Below 1,000 (b)",13,10
SSBRW,164,493,164,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSCAS,97,290,97,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSCCM,183,549,183,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSCDO,183,548,183,E06000022,E99999999,E12000009,00HA,"Below 1,000 (b)",13,10
SSCLL,129,388,129,E07000181,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SSCMP,110,331,110,E06000022,E99999999,E12000009,00HA,"Below 1,000 (b)",13,10
SSCOB,91,272,91,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSCRA,102,307,102,E07000187,E10000027,E12000009,40,"Below 1,000 (b)",13,10
SSCRU,170,511,170,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSDID,143,430,143,E06000025,E99999999,E12000009,00HD,"Below 1,000 (b)",13,10
SSDIT,102,305,102,E07000187,E10000027,E12000009,40,"Below 1,000 (b)",13,10
SSDYK,131,394,131,E07000080,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSGPR,136,409,136,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSHIL,92,275,92,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSHUL,191,574,191,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSKEL,65,195,65,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSKFD,135,404,135,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSKMB,162,485,162,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSLAC,138,413,138,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSLTN,51,154,51,E07000082,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSMAI,131,393,131,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSMEA,145,436,145,E07000187,E10000027,E12000009,40,"Below 1,000 (b)",13,10
SSMIN,168,503,168,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSMSD,117,350,117,E07000082,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSMWH,114,343,114,E07000080,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSNCN,124,373,124,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSNUN,154,462,154,E07000187,E10000027,E12000009,40,"Below 1,000 (b)",13,10
SSOVY,156,467,156,E07000238,E10000034,E12000005,47,"Below 1,000 (b)",13,10
SSPLT,160,480,160,E07000187,E10000027,E12000009,40,"Below 1,000 (b)",13,10
SSRBY,194,581,194,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSRMN,67,200,67,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSSBL,125,375,125,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SSSRP,67,201,67,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSSTN,180,541,180,E07000080,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSTBN,180,541,180,E07000080,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSTRY,153,460,153,E07000235,E10000034,E12000005,47,"Below 1,000 (b)",13,10
SSUFN,137,412,137,E07000180,E10000025,E12000008,38,"Below 1,000 (b)",13,10
SSULY,190,569,190,E07000082,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSUPT,123,368,123,E07000189,E10000027,E12000009,40,"Below 1,000 (b)",13,10
SSWBT,61,182,61,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSWDH,121,362,121,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
SSWOS,148,445,148,E07000080,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSWRH,125,376,125,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSWTN,60,181,60,E07000079,E10000013,E12000009,23,"Below 1,000 (b)",13,10
SSWYL,100,299,100,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STABTSY,146,437,146,E07000052,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STBEULI,120,359,120,E07000091,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STBRDCK,137,410,137,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STBRGTN,108,325,108,E07000093,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STBRMDN,137,411,137,E07000094,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STBUCKN,100,299,100,E07000050,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STBURLY,150,450,150,E07000091,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STCERNA,140,421,140,E07000052,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STCHOLD,105,315,105,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STCHSTN,49,148,49,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STCOOMB,109,328,109,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STCRANB,125,374,125,E07000049,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STDONHD,181,543,181,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STDURLY,150,451,150,E07000094,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STEARLD,178,535,178,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STEASTE,104,311,104,E07000091,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STEASTK,135,404,135,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STEASTS,190,569,190,E07000050,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STFOVNT,128,385,128,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STGRATY,102,305,102,E07000093,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STHANLY,162,487,162,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STHINDN,98,295,98,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STHRSLY,117,352,117,E07000094,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STHRSTT,91,272,91,E07000084,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STHTHDN,143,430,143,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STICHAB,139,418,139,E07000094,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STLNKHT,61,184,61,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STLONGB,145,434,145,E07000052,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STLONGP,130,391,130,E07000084,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STMARTX,54,161,54,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STMCHDV,149,448,149,E07000094,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STMIDWD,91,274,91,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STMORDN,171,514,171,E07000050,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STNETBY,133,400,133,E07000052,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STOXNWD,46,138,46,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STPIDTH,137,412,137,E07000052,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STPUDTN,199,598,199,E07000052,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STPWRST,131,392,131,E07000052,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STROCKB,106,317,106,E07000091,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STROPLY,154,463,154,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STSTMBN,139,416,139,E07000084,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STSTOKB,144,433,144,E07000093,E10000014,E12000008,24,"Below 1,000 (b)",13,10
STSTPFD,137,410,137,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STSTUDL,78,234,78,E07000051,E10000009,E12000009,19,"Below 1,000 (b)",13,10
STTEFFT,137,412,137,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STUPAVN,170,510,170,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STWHPSH,185,554,185,E06000054,E99999999,E12000009,00HY,"Below 1,000 (b)",13,10
STWRTHM,126,379,126,E07000051,E10000009,E12000009,19,"Below 1,000 (b)",13,10
SWBJY,101,302,101,W06000014,W99999999,W99999999,00PD,"Below 1,000 (b)",13,10
SWCWN,101,304,101,W06000008,W99999999,W99999999,00NQ,"Below 1,000 (b)",13,10
SWDAQ,134,401,134,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWDCP,114,343,114,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWDRW,126,379,126,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWDWQ,74,221,74,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWFBZ,79,236,79,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWGWN,58,174,58,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWLAS,137,412,137,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWLCA,88,264,88,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWLCY,134,402,134,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWLDR,149,448,149,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWLGC,173,520,173,W06000008,W99999999,W99999999,00NQ,"Below 1,000 (b)",13,10
SWLJV,96,288,96,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWLKX,126,379,126,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWLLF,66,198,66,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWLNN,123,370,123,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWLPI,181,544,181,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWLQW,110,329,110,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWLYA,78,234,78,W06000023,W99999999,W99999999,00NN,"Below 1,000 (b)",13,10
SWLYW,106,319,106,W06000023,W99999999,W99999999,00NN,"Below 1,000 (b)",13,10
SWMDX,90,269,90,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWMGX,122,367,122,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWMWY,66,199,66,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWMYE,56,168,56,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWMYG,66,197,66,W06000023,W99999999,W99999999,00NN,"Below 1,000 (b)",13,10
SWMYU,118,353,118,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWNNA,142,427,142,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWPEC,153,460,153,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWPEV,98,295,98,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWPHX,168,505,168,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWPOM,113,338,113,W06000008,W99999999,W99999999,00NQ,"Below 1,000 (b)",13,10
SWPQS,116,349,116,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWPRU,158,475,158,W06000014,W99999999,W99999999,00PD,"Below 1,000 (b)",13,10
SWPUN,81,244,81,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWQCT,116,349,116,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWQFJ,85,255,85,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWQHV,179,538,179,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWQKL,99,297,99,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWRAG,193,578,193,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWRHA,50,149,50,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWRSO,67,200,67,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWSFJ,83,250,83,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWSNI,51,152,51,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWTEK,182,545,182,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWTLL,118,355,118,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWTLU,63,190,63,W06000023,W99999999,W99999999,00NN,"Below 1,000 (b)",13,10
SWTRH,136,408,136,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWTUC,100,301,100,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWUAZ,148,443,148,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWUGU,114,343,114,W06000023,W99999999,W99999999,00NN,"Below 1,000 (b)",13,10
SWUHN,60,181,60,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWUTK,114,341,114,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWVVW,133,398,133,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWXSX,128,385,128,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWYRO,111,332,111,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWZEN,187,560,187,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWZIU,176,527,176,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWZIY,155,466,155,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWZKA,62,185,62,W06000021,W99999999,W99999999,00PP,"Below 1,000 (b)",13,10
SWZLD,116,349,116,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
SWZMX,59,177,59,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWZNR,102,306,102,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWZWJ,82,247,82,W06000009,W99999999,W99999999,00NS,"Below 1,000 (b)",13,10
SWZYY,28,85,28,W06000010,W99999999,W99999999,00NU,"Below 1,000 (b)",13,10
THBC,136,407,136,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
THBD,77,231,77,E06000037,E99999999,E12000008,00MB,"Below 1,000 (b)",13,10
THBFD,173,518,173,E06000037,E99999999,E12000008,00MB,"Below 1,000 (b)",13,10
THBRK,136,407,136,E07000084,E10000014,E12000008,24,"Below 1,000 (b)",13,10
THCHD,138,413,138,E06000037,E99999999,E12000008,00MB,"Below 1,000 (b)",13,10
THCMN,183,550,183,E07000179,E10000025,E12000008,38,"Below 1,000 (b)",13,10
THCY,199,596,199,E06000037,E99999999,E12000008,00MB,"Below 1,000 (b)",13,10
THDF,163,489,163,E07000216,E10000030,E12000008,43,"Below 1,000 (b)",13,10
THDG,164,493,164,E07000211,E10000030,E12000008,43,"Below 1,000 (b)",13,10
THEI,112,337,112,E07000180,E10000025,E12000008,38,"Below 1,000 (b)",13,10
THGRS,151,452,151,E06000037,E99999999,E12000008,00MB,"Below 1,000 (b)",13,10
THHD,102,306,102,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
THHS,107,321,107,E07000216,E10000030,E12000008,43,"Below 1,000 (b)",13,10
THKB,159,477,159,E06000037,E99999999,E12000008,00MB,"Below 1,000 (b)",13,10
THLSN,161,484,161,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
THMD,106,319,106,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
THNB,178,533,178,E07000179,E10000025,E12000008,38,"Below 1,000 (b)",13,10
THNL,160,479,160,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
THOL,149,448,149,E07000227,E10000032,E12000008,45,"Below 1,000 (b)",13,10
THPC,113,338,113,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
THPS,109,328,109,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
THRO,191,573,191,E07000179,E10000025,E12000008,38,"Below 1,000 (b)",13,10
THSBN,92,277,92,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
THTI,107,321,107,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
THTV,117,352,117,E07000007,E10000002,E12000008,11,"Below 1,000 (b)",13,10
THUB,182,545,182,E06000037,E99999999,E12000008,00MB,"Below 1,000 (b)",13,10
WMADB,78,234,78,E07000197,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMARL,105,314,105,E07000239,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMBGM,48,145,48,E06000049,E99999999,E12000002,00EQ,"Below 1,000 (b)",13,10
WMBLS,85,254,85,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMCHA,161,484,161,E07000234,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMCLO,113,340,113,E07000239,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMCOT,112,337,112,E07000235,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMCUT,106,317,106,E07000238,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMDAP,106,319,106,E07000194,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMELM,118,353,118,E07000238,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMFAD,108,325,108,E06000049,E99999999,E12000002,00EQ,"Below 1,000 (b)",13,10
WMFIE,126,377,126,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMHAM,59,177,59,E07000194,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMHAN,136,408,136,E07000234,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMHIL,134,402,134,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMHIM,108,325,108,E07000238,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMHOL,65,195,65,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMKLT,58,173,58,E06000051,E99999999,E12000005,00GG,"Below 1,000 (b)",13,10
WMKNI,146,439,146,E07000235,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMLOW,108,323,108,E06000049,E99999999,E12000002,00EQ,"Below 1,000 (b)",13,10
WMOAK,194,581,194,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMONE,81,243,81,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMPAX,150,450,150,E07000221,E10000031,E12000005,44,"Below 1,000 (b)",13,10
WMRID,157,470,157,E06000019,E99999999,E12000005,00GA,"Below 1,000 (b)",13,10
WMROK,183,548,183,E07000239,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMRUD,76,229,76,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMSAN,119,356,119,E07000197,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMSEV,102,305,102,E07000238,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMSHB,102,307,102,E07000235,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMSMA,198,595,198,E06000049,E99999999,E12000002,00EQ,"Below 1,000 (b)",13,10
WMSRK,81,243,81,E07000195,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMSTA,120,361,120,E07000238,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMSWY,111,333,111,E07000197,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMUPS,88,263,88,E07000235,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMUSN,153,458,153,E07000238,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMWAR,97,292,97,E06000050,E99999999,E12000002,00EW,"Below 1,000 (b)",13,10
WMWAT,148,444,148,E07000198,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WMWET,114,342,114,E06000050,E99999999,E12000002,00EW,"Below 1,000 (b)",13,10
WMWIC,160,479,160,E07000235,E10000034,E12000005,47,"Below 1,000 (b)",13,10
WMWTM,196,589,196,E07000195,E10000028,E12000005,41,"Below 1,000 (b)",13,10
WNAB,79,237,79,E06000051,E99999999,E12000005,00GG,"Below 1,000 (b)",13,10
WNADR,81,242,81,W06000002,W99999999,W99999999,00NC,"Below 1,000 (b)",13,10
WNADV,191,574,191,W06000008,W99999999,W99999999,00NQ,"Below 1,000 (b)",13,10
WNAF,68,205,68,E06000050,E99999999,E12000002,00EW,"Below 1,000 (b)",13,10
WNAGY,50,151,50,W06000002,W99999999,W99999999,00NC,"Below 1,000 (b)",13,10
WNBD,57,170,57,E06000049,E99999999,E12000002,00EQ,"Below 1,000 (b)",13,10
WNBDM,157,471,157,E06000019,E99999999,E12000005,00GA,"Below 1,000 (b)",13,10
WNBED,90,269,90,W06000002,W99999999,W99999999,00NC,"Below 1,000 (b)",13,10
